22,234,
20,229,
20,234,
17,227,
17,230,
14,226,
14,229,
11,226,
11,229,
8,227,
8,231,
6,229,
6,234,
3,234,
-1,-1,
6,234,
3,234,
6,242,
3,242,
-1,-1,
3,242,
6,242,
4,245,
8,244,
9,249,
9,246,
12,249,
12,247,
16,249,
15,246,
18,247,
17,245,
19,246,
19,243,
22,243,
-1,-1,
20,234,
23,234,
23,243,
20,243.
-1,-1
